Title,releaseYear,desc1,Meta_score,duration,rating,image,vote,rated
5532. Thank You for Smoking,2005.0,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his 12-year-old son.",71.0,1h 32m,7.5,"https://m.media-amazon.com/images/M/MV5BMTI2MDk5MjE4NV5BMl5BanBnXkFtZTYwMjkwNTU3._V1_QL75_UY207_CR1,0,140,207_.jpg",230000.0,R
5533. Always Be My Maybe,2019.0,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?",64.0,1h 41m,6.8,"https://m.media-amazon.com/images/M/MV5BMGM2NWFjYTctZjFiYy00YzIxLThhY2QtY2UxZTNmNjdjZTU0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",64000.0,PG-13
5534. Diary of a Wimpy Kid: Rodrick Rules,2011.0,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",51.0,1h 39m,6.6,"https://m.media-amazon.com/images/M/MV5BMTcxNDYwOTEzMl5BMl5BanBnXkFtZTcwOTA3MzY3NA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",38000.0,PG
5535. Clouds,2020.0,"Based on real events, a young musician discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",55.0,2h 1m,7.5,"https://m.media-amazon.com/images/M/MV5BYzk5YjUxZDctOTE4Ni00ODc0LThjY2QtNzYzODI5YjEyMWEyXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",12000.0,PG-13
5536. Pilot,2024.0,"Jung Woo goes from being a successful, popular pilot to being unemployed one morning. However, he succeeds in getting a new job after accidentally taking on a newly laundered identity.",0.0,1h 50m,6.7,"https://m.media-amazon.com/images/M/MV5BYWQ5ZGQ4NWEtMGRmZi00NTg4LWE3YzUtMGE1Y2MwMzkzYjFhXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",0.0,Not Rated
5537. Firecracker,2024.0,"When a heist goes dramatically wrong, leaving a hostage in peril, an unlikely trio find themselves fighting for their lives and their sanity on bonfire night.",0.0,1h 47m,3.9,"https://m.media-amazon.com/images/M/MV5BYjNkNjk2OTUtNDlhOC00OTQ4LTg4MTYtMTJkODk3OGY1YTc5XkEyXkFqcGdeQXVyOTM5MzI1NDc@._V1_QL75_UY207_CR3,0,140,207_.jpg",0.0,Not Rated
5538. The Wave,2015.0,"Although anticipated, no one is really ready when the mountain pass above the scenic, narrow Norwegian fjord Geiranger collapses and creates an 85-meter high violent tsunami. A geologist is one of those caught in the middle of it.",68.0,1h 45m,6.6,"https://m.media-amazon.com/images/M/MV5BZTE2NmNjOWMtZWJmNC00ZmFiLWI3ZDgtYWU3MWZhOGVhMTlkXkEyXkFqcGdeQXVyMjg0NDI1MjU@._V1_QL75_UX140_CR0,0,140,207_.jpg",44000.0,R
5539. Outland,1981.0,A federal marshal stationed at a mining colony on the Jupiter moon of Io uncovers a drug-smuggling conspiracy. He gets no help from the workers or authorities when he finds himself marked for murder.,48.0,1h 49m,6.6,"https://m.media-amazon.com/images/M/MV5BOTNkZDliZmUtMmJiYy00NTZhLTgxNzgtMzAyOTZjNDU1YjllXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",33000.0,R
5540. History of the World: Part I,1981.0,Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.,47.0,1h 32m,6.8,"https://m.media-amazon.com/images/M/MV5BNjU4ZGUyYjUtYzVlMS00YWFmLWFjM2UtYTk5YjFlZmJhNDQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,5,140,207_.jpg",56000.0,R
5541. Fear Street: Part Three - 1666,2021.0,"In 1666, a colonial town is gripped by a witch hunt that has deadly consequences for centuries to come, while teenagers in 1994 try to put an end to their town's curse before it is too late.",68.0,1h 54m,6.6,"https://m.media-amazon.com/images/M/MV5BN2YxZGFmNDMtNzlhYy00OTJlLTgzMDctZGNjNTMyNjAxYjM4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",65000.0,R
5542. Invasion of the Body Snatchers,1956.0,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,92.0,1h 20m,7.7,"https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",56000.0,Approved
5543. Fear of Rain,2021.0,A girl living with schizophrenia struggles with terrifying hallucinations as she begins to suspect her neighbor has kidnapped a child. The only person who believes her is Caleb - a boy she isn't even sure exists.,0.0,1h 49m,5.9,"https://m.media-amazon.com/images/M/MV5BNjMyYmRiYmEtMjVjOC00ZGU2LThkZWEtOWIyYWQzMWZkODg3XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX140_CR0,0,140,207_.jpg",10000.0,PG-13
5544. Spy Kids 2: Island of Lost Dreams,2002.0,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",66.0,1h 40m,5.3,"https://m.media-amazon.com/images/M/MV5BNWM2N2JjYzYtYWIyNS00NDc3LWFkNDctMmYwOWQyZTcxYjZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",75000.0,PG
5545. Wild Wild Punjab,2024.0,"Khanna has had a breakup. He's upset, but he has friends like Arora, Jain and Honey paa'ji who encourage him to face this breakup head-on and move on. They embark on a trip across Punjab to help Khanna find the closure he desires.",0.0,1h 49m,6.3,"https://m.media-amazon.com/images/M/MV5BZjA3Y2E0ZTEtNjBjMi00ZmMwLTkxZmItZmRiODk4YmMzNWMxXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",15000.0,TV-MA
5546. Peeping Tom,1960.0,"A young man murders women, using a movie camera to film their dying expressions of terror.",0.0,1h 41m,7.6,"https://m.media-amazon.com/images/M/MV5BYWU1ZDc0YjMtNjFhYS00NGZiLTk2MzgtNmU0Mzk3ZjdkMTA2XkEyXkFqcGdeQXVyNDE0OTU3NDY@._V1_QL75_UX140_CR0,0,140,207_.jpg",40000.0,Not Rated
5547. The Killing,1956.0,Crook Johnny Clay assembles a five-man team to plan and execute a daring racetrack robbery.,91.0,1h 24m,7.9,"https://m.media-amazon.com/images/M/MV5BNzRhNTI5ZTAtOTNmMC00ODkzLWEwNmMtY2NkMDE4NjIwMWJlXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",99000.0,Approved
5548. Who's Cheating Who?,2024.0,"Follows two married couples, Stephanie/Mason and Maxine/Steven, whose lives intertwine through affairs. Stephanie starts an affair with Steven after discovering Mason's infidelity with Maxine.",0.0,1h 36m,7.8,"https://m.media-amazon.com/images/M/MV5BZTA4YjM2YjItZjBhMi00MjUyLTlhYTctNzkyZWI2OWVmYzYxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",0.0,Not Rated
5549. Operation Finale,2018.0,A team of secret agents sets out to track down the Nazi officer who masterminded the Holocaust.,58.0,2h 2m,6.6,"https://m.media-amazon.com/images/M/MV5BYzE1YjI2MjctZTY2Zi00NDBhLWIzYmMtNzMzMDgwZjE4MzUxXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_QL75_UX140_CR0,0,140,207_.jpg",50000.0,PG-13
5550. The Caine Mutiny,1954.0,"When a U.S. Naval captain shows signs of mental instability that jeopardises the ship, the first officer is urged to consider relieving him of command.",63.0,2h 4m,7.7,"https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_QL75_UX140_CR0,4,140,207_.jpg",31000.0,Approved
5551. The Rookie,2002.0,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,72.0,2h 7m,6.9,"https://m.media-amazon.com/images/M/MV5BZDNjOWEwNGUtZGJmMi00NjhhLWEzMjEtNDYyZTRmNWJjZTlkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",38000.0,G
5552. Project Power,2020.0,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.",51.0,1h 53m,6.0,"https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UX140_CR0,0,140,207_.jpg",99000.0,R
5553. Boon,2022.0,"The widowed Catherine is busy trying to protect herself and her son from a local criminal organization. When Nick Boon and Catherine's lives cross paths, they find themselves leaning on each other to protect everything they stand for.",0.0,1h 35m,4.9,"https://m.media-amazon.com/images/M/MV5BY2ZiY2Y0NWItMWJhMC00ZmRhLThjOWMtMjUyOGRmMTA2NDhmXkEyXkFqcGdeQXVyMjMzNjU5MzA@._V1_QL75_UY207_CR4,0,140,207_.jpg",2300.0,Not Rated
5554. Womb,2010.0,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.",48.0,1h 51m,6.3,"https://m.media-amazon.com/images/M/MV5BZmZiOWUyZmItOWFmYS00MWEwLTgwNGMtNzkwZDM0MDIyODc1XkEyXkFqcGdeQXVyNTg4NDg5Nzg@._V1_QL75_UY207_CR3,0,140,207_.jpg",15000.0,Not Rated
5555. Courage Under Fire,1996.0,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",77.0,1h 56m,6.6,"https://m.media-amazon.com/images/M/MV5BODJlOTlkNzUtN2U2OC00NWUxLTg3MjgtNGVmZGU5ZTk0ZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",60000.0,R
5556. London Fields,2018.0,Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer.,16.0,1h 58m,3.9,"https://m.media-amazon.com/images/M/MV5BYjMwYWNiN2EtMWNkMS00MDU5LThiMGMtOTk5NTQzMjQ4OTkwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",12000.0,R
5557. The Ring Two,2005.0,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",44.0,1h 50m,5.4,"https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_QL75_UX140_CR0,0,140,207_.jpg",102000.0,PG-13
5558. The Getaway,1972.0,A recently-released ex-con and his loyal wife go on the run after a heist goes awry.,55.0,2h 3m,7.3,"https://m.media-amazon.com/images/M/MV5BNGFhODJiMzktMDExYS00YTIyLTkxNjgtN2YyZDYyZjliOTYyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,3,140,207_.jpg",36000.0,PG
5559. Eli,2019.0,A boy receiving treatment for his auto-immune disorder discovers that the house he's living in isn't as safe as he thought.,0.0,1h 38m,5.8,"https://m.media-amazon.com/images/M/MV5BYWQwYjNiM2ItMTcyZS00ZTNmLTgwNzQtMTgwNzU5ODgxMTc3XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",42000.0,R
5560. A Beautiful Life,2023.0,"Elliott, a young fisherman with an extraordinary voice, gets the chance of a lifetime when high-profile music manager Suzanne discovers him at a party.",0.0,1h 38m,6.4,"https://m.media-amazon.com/images/M/MV5BMGUyYjQwMjAtZWYxOS00NzQzLTgwMjItZDk2YzJmOWQ3NTFmXkEyXkFqcGdeQXVyMTUyMzg5NzM2._V1_QL75_UY207_CR4,0,140,207_.jpg",8300.0,TV-MA
5561. The Great Mouse Detective,1986.0,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",73.0,1h 14m,7.1,"https://m.media-amazon.com/images/M/MV5BMGZmNDU5OTMtYmRkNC00NDgxLTllNDAtNzFmZDEzNWIzNTViXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",55000.0,G
5562. 200% Wolf,2024.0,"When Freddy Lupin's wayward wish transforms him into a werewolf and deposits a mischievous moon sprite on earth, Freddy must restore the cosmic order before the earth and moon collide.",0.0,1h 38m,5.0,"https://m.media-amazon.com/images/M/MV5BZjQyYzkxNjEtZmY4Yy00ZTVkLWJiZWUtZWFkNTE5MDY5MjNmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,PG
5563. Lone Star,1996.0,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",79.0,2h 15m,7.4,"https://m.media-amazon.com/images/M/MV5BN2ViYzQ3YTAtZmQ5OS00ZWNkLWFkZWQtYTJiNTI1OWVlMzc0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,2,140,207_.jpg",33000.0,R
5564. The Black Cauldron,1985.0,A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,59.0,1h 20m,6.3,"https://m.media-amazon.com/images/M/MV5BNDdiZjQ1NDctZWQ2Mi00ZTJhLWIxYmYtYzdjYTcxMjYwMjRhXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,2,140,207_.jpg",42000.0,PG
5566. Cape Fear,1962.0,A lawyer's family is stalked by a man he once helped put in jail.,76.0,1h 46m,7.7,"https://m.media-amazon.com/images/M/MV5BNzg2M2ZmYTUtY2RjZS00YTU0LThmZjctY2EyYzFmYmE3NzE3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",32000.0,Approved
5567. Sidewalk Stories,1989.0,"Nearly silent comedy filmed in black and white follows a street artist (Charles Lane), who rescues a baby after her father was murdered. The artist then sets off to find the mother, but has to first learn how to care for the child. Ultimately he ends up in a horse drawn chase of the murderers.",66.0,1h 37m,7.2,"https://m.media-amazon.com/images/M/MV5BMTUyMTYyOTM3Ml5BMl5BanBnXkFtZTgwMTE0NjY3MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",0.0,R
5569. Demons,1985.0,"A group of random people are invited to a screening of a mysterious movie, only to find themselves trapped in the theater with ravenous demons.",53.0,1h 28m,6.6,"https://m.media-amazon.com/images/M/MV5BNDQ3Nzc2ZjctNTc2Yi00ZDRkLThmY2EtNDEyNTYwZjIzMGFmXkEyXkFqcGc@._V1_QL75_UX140_CR0,4,140,207_.jpg",27000.0,Not Rated
5570. BloodRayne,2005.0,"In the eighteenth century, a vampire escapes from the freak show, in which she once participated, and teams up with a group of vampire slayers to kill the man who raped her mother.",18.0,1h 35m,3.0,"https://m.media-amazon.com/images/M/MV5BZTQ1MjE1ZDItNTI1Ny00NDllLWEzZWMtNzJlNDRjYmZmNzk5XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",37000.0,R
5571. The Cat Returns,2002.0,"After helping a cat, a seventeen-year-old girl finds herself involuntarily engaged to a cat Prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.",70.0,1h 15m,7.1,"https://m.media-amazon.com/images/M/MV5BYThhZDdiMjItYzRkNy00OTE3LTk5ZDEtMzUwNzE1ZmJkMTYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,1,140,207_.jpg",66000.0,G
5572. Fired Up!,2009.0,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,31.0,1h 30m,6.1,"https://m.media-amazon.com/images/M/MV5BMjE3MDMxMTQ0M15BMl5BanBnXkFtZTcwNTA0MDAyMg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",46000.0,PG-13
5573. The Pagemaster,1994.0,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.",0.0,1h 20m,6.1,"https://m.media-amazon.com/images/M/MV5BZmJjNmY5MmEtMWVmOS00N2UyLWFmZWQtZjkyNDg5NzdjNGMyXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UX140_CR0,0,140,207_.jpg",26000.0,G
5574. The Devil's Own,1997.0,"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding.",52.0,1h 51m,6.2,"https://m.media-amazon.com/images/M/MV5BYzYwOWExN2UtMzhiZC00ZWZmLTkwY2EtMDUxZGRmMzg0YTVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",73000.0,R
5575. The Muppet Movie,1979.0,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",74.0,1h 35m,7.6,"https://m.media-amazon.com/images/M/MV5BMTE0ODE3N2ItYjRiOS00ZGU4LThjZTgtOGY5ZTFhMTNlZTNlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",40000.0,G
5576. The Thing from Another World,1951.0,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.,0.0,1h 27m,7.1,"https://m.media-amazon.com/images/M/MV5BOTU3MzgyYjktMzM5Yi00MjlhLWI3YTItYmIyYTc0YjNlZDRiXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UX140_CR0,1,140,207_.jpg",34000.0,Approved
5577. Drishyam 2,2022.0,A gripping tale of an investigation and a family which is threatened by it. Will Vijay Salgaonkar be able to protect his family this time?,0.0,2h 20m,8.2,"https://m.media-amazon.com/images/M/MV5BYmY2ZDUxNzUtYWZlYy00MThhLWI5NjktZDhjZTU3MDY5YTM3XkEyXkFqcGdeQXVyNTYxMDgzODI@._V1_QL75_UY207_CR13,0,140,207_.jpg",46000.0,Not Rated
5578. Beethoven's 2nd,1993.0,"Beethoven, the St. Bernard dog, becomes a father, but his girlfriend Missy is dognapped, and his puppies are in danger of the same fate.",0.0,1h 29m,5.0,"https://m.media-amazon.com/images/M/MV5BYjhlOTk1ODQtOTc3Yi00YzRjLWI1MGItODRlOTJmMjFhMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",30000.0,PG
5579. Space Cowboys,2000.0,"When retired engineer Frank Corvin is called upon to rescue a failing satellite, he insists that his equally old teammates accompany him into space.",73.0,2h 10m,6.5,"https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_QL75_UX140_CR0,0,140,207_.jpg",87000.0,PG-13
5580. Absolute Power,1997.0,Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,52.0,2h 1m,6.7,"https://m.media-amazon.com/images/M/MV5BNDFlNTZmOGYtYmE0ZC00OTE4LWI5YzctNmZmZDU3M2ZiMmI4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UY207_CR1,0,140,207_.jpg",61000.0,R
5581. The Men Who Stare at Goats,2009.0,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",54.0,1h 34m,6.2,"https://m.media-amazon.com/images/M/MV5BMjIwOTQwNzg1MV5BMl5BanBnXkFtZTcwODc4MDU4Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",139000.0,R
5582. The Cotton Club,1984.0,"Meet the jazz musicians, dancers, owner, and guests (like gangster Dutch Schultz) of The Cotton Club in 1928-1930s Harlem.",68.0,2h 9m,6.5,"https://m.media-amazon.com/images/M/MV5BMWU2NGMxNTctNDc4MC00ZTdkLTlhYjItMTRjMmMxZDBjZTMwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX140_CR0,1,140,207_.jpg",20000.0,R
5583. If I Stay,2014.0,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",46.0,1h 47m,6.7,"https://m.media-amazon.com/images/M/MV5BOWVlMDFjMzQtMzllOS00Njg3LTg4OWQtZTU1MmNkNzFkNDE1XkEyXkFqcGdeQXVyNTc3MjUzNTI@._V1_QL75_UY207_CR7,0,140,207_.jpg",129000.0,PG-13
5584. Simulant,2023.0,"Set in the near future, a humanoid enlists a global hacker to remove all restrictions on his thoughts and capabilities, triggering an A.I. uprising and a government manhunt to eliminate the rise of the machine consciousness.",0.0,1h 35m,5.2,"https://m.media-amazon.com/images/M/MV5BNWJmZGJiZTgtNTU4Ny00MjA2LWEzOTItYTI5YTZhYjBiM2Y2XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",5800.0,Not Rated
5585. Flags of Our Fathers,2006.0,"The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II.",79.0,2h 15m,7.1,"https://m.media-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_QL75_UX140_CR0,0,140,207_.jpg",130000.0,R
5586. Rachel Getting Married,2008.0,A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister's wedding.,85.0,1h 53m,6.7,"https://m.media-amazon.com/images/M/MV5BMTU4MTQ0MzQwOF5BMl5BanBnXkFtZTcwODY1NDI5MQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",52000.0,R
5587. Pump Up the Volume,1990.0,Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,77.0,1h 42m,7.2,"https://m.media-amazon.com/images/M/MV5BMmYwNDE1ZjEtNTZiZi00Y2Q0LWEwMjctYWRiZDA1OTU2NjA2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX140_CR0,0,140,207_.jpg",32000.0,R
5588. The Room,2019.0,"Matt and Kate buy an isolated house. While moving, they discover a strange room that grants them an unlimited number of material wishes. But since Kate has had two miscarriages, what they long for the most is a child.",0.0,1h 40m,6.0,"https://m.media-amazon.com/images/M/MV5BNTExNTU3ZTMtMmMxNi00MjkyLTg1MWUtOGNmZGM2ZmU0YWFlXkEyXkFqcGdeQXVyMzA4MDA0Mjc@._V1_QL75_UY207_CR4,0,140,207_.jpg",24000.0,Not Rated
5589. 12.12: The Day,2023.0,"Following the assassination of President Park in 1979, various military factions wrestle for control during a violent coup in this tense South Korean period action drama.",0.0,2h 21m,7.7,"https://m.media-amazon.com/images/M/MV5BYjUxMjY2ZjgtMzJkMC00YTQzLTlkYjctYWFhYjE0ZGIxOTEzXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",2900.0,Not Rated
5590. Stop Making Sense,1984.0,A live performance of the band Talking Heads shot over the course of three nights at Hollywood's Pantages Theater in December of 1983 and featuring their most memorable songs.,94.0,1h 28m,8.7,"https://m.media-amazon.com/images/M/MV5BZTkyY2UzNGMtOTE3My00OWE0LThmMjItZTVhNDQ5YzcxN2YxXkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX140_CR0,3,140,207_.jpg",21000.0,PG
5591. Spun,2002.0,"A drug dealer introduces one of his customers, a 'speed freak', to the man who runs the meth lab. A crazy three-day adventure ensues.",41.0,1h 41m,6.7,"https://m.media-amazon.com/images/M/MV5BMTg0Mzg2NTM5OF5BMl5BanBnXkFtZTYwNjI2MjE3._V1_QL75_UY207_CR0,0,140,207_.jpg",41000.0,Unrated
5592. The Duchess,2008.0,"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was revered for her extravagant political and personal life.",62.0,1h 50m,6.9,"https://m.media-amazon.com/images/M/MV5BMTU1MTQzMjgzNl5BMl5BanBnXkFtZTcwNTQxMzk3MQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",88000.0,PG-13
5593. The Big Country,1958.0,"A New England sea captain in the 1880s arrives at his fiancée's sprawling Texas ranch, where he becomes embroiled in a feud between two families over a valuable patch of land.",61.0,2h 46m,7.9,"https://m.media-amazon.com/images/M/MV5BZWQyNDkyNTUtOGVhZC00ZmEwLWJiZmEtODBmZGViYTIwMTI2XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",22000.0,Approved
5594. Kaalam raasina kathalu,2024.0,"Reincarnated souls navigate love, friendship, and family across six decades amid injustice, betrayal, and sacrifice.",0.0,2h 12m,9.3,"https://m.media-amazon.com/images/M/MV5BZGU2MjI0NWItZGNlNi00YWNiLWJlMzMtYjNjNzRjODA0NzI5XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",2000.0,Not Rated
5595. Early Man,2018.0,"Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, Early Man tells the story of Dug, along with sidekick Hognob as they unite his tribe against a mighty enemy Lord Nooth and his Bronze Age City to save their home.",68.0,1h 29m,6.1,"https://m.media-amazon.com/images/M/MV5BYWMxYWVjNzAtMTY0YS00YWQyLWExMGItMjUxODkwYzQyNzMwXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_QL75_UX140_CR0,3,140,207_.jpg",24000.0,PG
5596. Bizarre,2015.0,A French teenager gets a job at the burlesque club Bizarre in New York.,0.0,1h 38m,4.7,"https://m.media-amazon.com/images/M/MV5BMTQ2MDQ0NzYxNF5BMl5BanBnXkFtZTgwODY4Njg1NzE@._V1_QL75_UY207_CR8,0,140,207_.jpg",1300.0,Unrated
5597. The Cutting Edge,1992.0,A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.,53.0,1h 41m,6.9,"https://m.media-amazon.com/images/M/MV5BMGUzNTExM2YtMzU3MC00MjY0LTkzODEtNzM4OWYwYzY3ZDg2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX140_CR0,2,140,207_.jpg",23000.0,PG
5598. Red State,2011.0,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",50.0,1h 28m,6.1,"https://m.media-amazon.com/images/M/MV5BMTQyNjMwMzA1MV5BMl5BanBnXkFtZTcwMzQyNDAxNg@@._V1_QL75_UX140_CR0,4,140,207_.jpg",68000.0,R
5599. Winchester,2018.0,"Ensconced in her sprawling San Jose, California mansion, eccentric firearm heiress Sarah Winchester (Dame Helen Mirren) believes she is haunted by the souls of people killed by the Winchester repeating rifle.",28.0,1h 39m,5.4,"https://m.media-amazon.com/images/M/MV5BMjI2OWE5OGItMTE4Yi00ZmIzLThjZDctNTU1OTMxMTc3Yjg4XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX140_CR0,7,140,207_.jpg",37000.0,PG-13
5600. Holidate,2020.0,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",44.0,1h 44m,6.1,"https://m.media-amazon.com/images/M/MV5BYWVmYTFjODItOTY2Ni00NDhhLTk1ZDYtMzBmOGFhZTMyY2Q0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",80000.0,TV-MA
