Title,releaseYear,desc1,Meta_score,duration,rating,image,vote,rated
2173. Le Samouraï,1967.0,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,90.0,1h 41m,8.0,"https://m.media-amazon.com/images/M/MV5BODJlZjg1NmQtNGE4MS00YTNiLWEzN2ItYTZiYjJmZTBiMWI4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",59000.0,GP
2174. Do the Right Thing,1989.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",93.0,2h,8.0,"https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_QL75_UY207_CR0,0,140,207_.jpg",115000.0,R
2175. eXistenZ,1999.0,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.,70.0,1h 37m,6.8,"https://m.media-amazon.com/images/M/MV5BZjk3MGRhN2EtN2IyYi00NjFkLWFmNTUtNWI3MzZiYjI2ZjRkXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",108000.0,R
2176. Sex and the Single Girl,1964.0,A womanizing reporter for a sleazy tabloid magazine impersonates his hen-pecked neighbor in order to get an expose on renowned psychologist Helen Gurley Brown.,0.0,1h 50m,6.4,"https://m.media-amazon.com/images/M/MV5BMzBmMjgwNTEtYmRhYi00MmE4LWEwY2YtYjgxYjdkNjVjOWJkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_QL75_UX140_CR0,1,140,207_.jpg",4800.0,Not Rated
2177. Rocky IV,1985.0,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union.",40.0,1h 31m,6.9,"https://m.media-amazon.com/images/M/MV5BNjJiYzRiYWMtZTgyZC00YjliLWIwZWMtZTJlYjkyYzc2MDMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",230000.0,PG
2178. The Giver,2014.0,"In a seemingly perfect community without war, pain, suffering, differences or choices, a young boy is chosen to learn from an elderly man, the true pain and pleasure of the ""real"" world.",47.0,1h 37m,6.4,"https://m.media-amazon.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",127000.0,PG-13
2179. Sheriff,2024.0,"Sheriff and Nazri, police officers from different departments, team up to take down Tony, a ruthless drug kingpin running a methamphetamine syndicate responsible for numerous deaths, known as the Meth Killer.",0.0,2h 13m,7.0,"https://m.media-amazon.com/images/M/MV5BN2FjMTY4OWUtMzkxOC00NjI4LTg2N2QtZjIyYzY2ZWQzNTY0XkEyXkFqcGdeQXVyMTUzMDA3Mjc2._V1_QL75_UY207_CR13,0,140,207_.jpg",0.0,Not Rated
2180. The Insider,1999.0,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,85.0,2h 37m,7.8,"https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR2,0,140,207_.jpg",182000.0,R
2181. The Mask of Zorro,1998.0,"A young thief seeking revenge for his brother's death is trained by the once-great, aging Zorro, who is pursuing his own vengeance.",62.0,2h 16m,6.8,"https://m.media-amazon.com/images/M/MV5BMzg4ZjQ4OGUtZjkxMi00Y2I2LWEzNTAtODI2ZjkxMGVjNTQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_QL75_UX140_CR0,1,140,207_.jpg",200000.0,PG-13
2182. Enemy of the State,1998.0,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,67.0,2h 12m,7.3,"https://m.media-amazon.com/images/M/MV5BMWI0Y2NhMzMtYTE5ZS00MDlhLTg0ZjEtMjAwZmEwNTc0ODc2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",262000.0,R
2184. Shaitaan,2024.0,"A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.",0.0,2h 12m,6.5,"https://m.media-amazon.com/images/M/MV5BYjczYjQ3ZTMtMDAwZi00Y2I2LWE2MTMtOGUyM2YyMThmYTFiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UY207_CR8,0,140,207_.jpg",50000.0,Not Rated
2185. The Cat in the Hat,2003.0,Two bored children have their lives turned upside down when a talking cat comes to visit them.,19.0,1h 22m,4.1,"https://m.media-amazon.com/images/M/MV5BMTI5MDU3MTYyMF5BMl5BanBnXkFtZTYwODgyODc3._V1_QL75_UX140_CR0,0,140,207_.jpg",89000.0,PG
2186. Lost Highway,1997.0,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",53.0,2h 14m,7.6,"https://m.media-amazon.com/images/M/MV5BZDBmMjg0MWMtNTQ3MS00NGQ5LTg4YzQtNzA1NTk2MWQ2NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR0,0,140,207_.jpg",155000.0,R
2187. Dallas Buyers Club,2013.0,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",77.0,1h 57m,7.9,"https://m.media-amazon.com/images/M/MV5BMTYwMTA4MzgyNF5BMl5BanBnXkFtZTgwMjEyMjE0MDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",525000.0,R
2188. Invasion of the Body Snatchers,1978.0,"When strange seeds drift to earth from space, mysterious pods begin to grow and invade San Francisco, replicating the city's residents one body at a time.",75.0,1h 55m,7.4,"https://m.media-amazon.com/images/M/MV5BMTkzY2Y3ZTMtYTg4Yy00OTNjLTlkNjctMGVlZDMwZWIxMzA0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,5,140,207_.jpg",72000.0,PG
2189. Sunset Boulevard,1950.0,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,94.0,1h 50m,8.4,"https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_QL75_UX140_CR0,2,140,207_.jpg",240000.0,Approved
2190. Killer Klowns from Outer Space,1988.0,Aliens who look like clowns come from outer space and terrorize a small town.,43.0,1h 28m,6.2,"https://m.media-amazon.com/images/M/MV5BMDM5YzZmZjUtMjkzOS00ODBkLWE1OWUtODdmMTYzOTQwNDRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,2,140,207_.jpg",47000.0,PG-13
2191. Life of Pi,2012.0,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",79.0,2h 7m,7.9,"https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_QL75_UX140_CR0,0,140,207_.jpg",673000.0,PG
2192. Mysterious Skin,2004.0,"Two pre-adolescent boys both experienced a strange event and later it affects their lives in different ways. One becomes a reckless, sexually adventurous prostitute, while the other retreats into a reclusive fantasy of alien abduction.",74.0,1h 45m,7.6,"https://m.media-amazon.com/images/M/MV5BMGI2M2RhMDYtMzBjYy00YmUxLWJjMzUtNjBkYTI1Y2QwNzUwXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",78000.0,Unrated
2193. White House Down,2013.0,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",52.0,2h 11m,6.3,"https://m.media-amazon.com/images/M/MV5BYmI5ZGIxOGMtMjcwMS00Yzk3LWE0YWUtMzc5YTFhNGQ4OWZmXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",239000.0,PG-13
2194. Missing,2023.0,"When her mother disappears while on vacation in Colombia with her new boyfriend, June's search for answers is hindered by international red tape. However, as she digs deeper, her digital sleuthing soon raises more questions than answers.",66.0,1h 51m,7.1,"https://m.media-amazon.com/images/M/MV5BMjAzYjUwNWUtYTYxOS00MTkzLWJkOTUtOTE4MTE4ODRmNGNhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",62000.0,PG-13
2195. Horrible Bosses,2011.0,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,57.0,1h 38m,6.9,"https://m.media-amazon.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",473000.0,R
2196. The Piano,1993.0,"In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.",89.0,2h 1m,7.5,"https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UX140_CR0,0,140,207_.jpg",96000.0,R
2197. Fright Night,1985.0,"""Fright Night"" sees a teenager believing that the newcomer in his neighborhood is a vampire. He turns to an actor in a television hosted horror movie show for help to deal with the undead.",62.0,1h 46m,7.1,"https://m.media-amazon.com/images/M/MV5BMjQzMTM4NzUyM15BMl5BanBnXkFtZTgwNDYyODgwNzE@._V1_QL75_UX140_CR0,3,140,207_.jpg",81000.0,R
2198. Ocean's Thirteen,2007.0,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",62.0,2h 2m,6.9,"https://m.media-amazon.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg",371000.0,PG-13
2199. Through My Window,2022.0,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",0.0,1h 56m,5.5,"https://m.media-amazon.com/images/M/MV5BMmNkYWMwZjQtNDQyZC00OTgxLTk0ZWEtNmMwNzQ1MmQ2ODYyXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX140_CR0,0,140,207_.jpg",20000.0,TV-MA
"2200. I, Tonya",2017.0,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",77.0,1h 59m,7.5,"https://m.media-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_QL75_UX140_CR0,0,140,207_.jpg",247000.0,R
2201. The Hot Chick,2002.0,"An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body.",29.0,1h 44m,5.6,"https://m.media-amazon.com/images/M/MV5BMzY1NTAzNTA3Ml5BMl5BanBnXkFtZTYwMDA5Mzc3._V1_QL75_UX140_CR0,0,140,207_.jpg",104000.0,PG-13
2202. Bigger Than Life,1956.0,"A seriously-ill schoolteacher becomes dependent on a ""miracle"" drug that begins to affect his sanity.",0.0,1h 35m,7.4,"https://m.media-amazon.com/images/M/MV5BNjllNzJhNWYtMDlkMi00MzM0LWI1ZGItMjkwNGYxNTY0NWFhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX140_CR0,3,140,207_.jpg",8300.0,Approved
2203. The Great Wall,2016.0,"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",42.0,1h 43m,5.9,"https://m.media-amazon.com/images/M/MV5BMjA3MjAzOTQxNF5BMl5BanBnXkFtZTgwOTc5OTY1OTE@._V1_QL75_UX140_CR0,7,140,207_.jpg",150000.0,PG-13
2204. The Fighter,2010.0,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",79.0,1h 56m,7.8,"https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_QL75_UX140_CR0,6,140,207_.jpg",392000.0,R
2205. The Seventh Seal,1957.0,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",88.0,1h 36m,8.1,"https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UY207_CR1,0,140,207_.jpg",202000.0,Not Rated
2206. La Bamba,1987.0,Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,65.0,1h 48m,6.9,"https://m.media-amazon.com/images/M/MV5BODk2YzI1OTEtZDRjNC00OWJiLWJlODYtY2Q0YmM0MDI2OTFjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",37000.0,PG-13
2207. Mulan,2020.0,"To keep her ailing father from serving in the Imperial Army, a fearless young woman disguises herself as a man and battles northern invaders in China.",66.0,1h 55m,5.8,"https://m.media-amazon.com/images/M/MV5BYjdlZjRiYTUtN2NlNC00MDkxLWI0MmItOTUwNTg1YTU4MWUxXkEyXkFqcGdeQXVyMTA1OTEwNjE@._V1_QL75_UX140_CR0,0,140,207_.jpg",161000.0,PG-13
2208. Death on the Nile,1978.0,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",59.0,2h 20m,7.2,"https://m.media-amazon.com/images/M/MV5BY2EyN2FiMDgtNTAxMC00YTEzLWI1OWMtZjhmODgzMTNhYjllXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",41000.0,PG
2209. Ghost in the Shell,1995.0,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,76.0,1h 23m,7.9,"https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",160000.0,TV-MA
2210. Haseen Dillruba,2021.0,"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",0.0,2h 15m,6.9,"https://m.media-amazon.com/images/M/MV5BZDg0NGU2ZjgtM2M0YS00NWM2LTkwNjAtYWY5YTY0N2IzYWUwXkEyXkFqcGc@._V1_QL75_UY207_CR34,0,140,207_.jpg",32000.0,TV-MA
2211. The Lorax,2012.0,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",46.0,1h 26m,6.4,"https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_QL75_UX140_CR0,0,140,207_.jpg",133000.0,PG
2212. Can't Hardly Wait,1998.0,"A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together.",53.0,1h 40m,6.5,"https://m.media-amazon.com/images/M/MV5BNDYzY2RjNTUtMDgwZS00ZDE2LWFlZGQtMGQxMTI2Mzc3MGQ1XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",55000.0,PG-13
2213. Tár,2022.0,"Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and the very first female director of a major German orchestra.",93.0,2h 38m,7.4,"https://m.media-amazon.com/images/M/MV5BYWY5YThhOGUtNDU4OS00NTk3LWI0ODQtNmRiYTk0ZjVkZWU2XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",97000.0,R
2214. The Last Airbender,2010.0,"Aang, a young successor to a long line of Avatars, must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",20.0,1h 43m,4.0,"https://m.media-amazon.com/images/M/MV5BMTM1NjE0NDA0MV5BMl5BanBnXkFtZTcwODE4NDg1Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",176000.0,PG
2215. Salt,2010.0,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,65.0,1h 40m,6.5,"https://m.media-amazon.com/images/M/MV5BMjIyODA2NDg4NV5BMl5BanBnXkFtZTcwMjg4NDAwMw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",333000.0,PG-13
2216. The Day the Clown Cried,1972.0,A circus clown is imprisoned by the Nazis and goes with Jewish children to their deaths.,0.0,1h 30m,0.0,"https://m.media-amazon.com/images/M/MV5BNzE5NThlMDktYWM0Zi00NGI4LWJlMWMtOGJlMDc3YjRkNWE0XkEyXkFqcGdeQXVyNDI3NzQxODA@._V1_QL75_UY207_CR1,0,140,207_.jpg",0.0,Not Rated
2218. Deja Vu,2006.0,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",59.0,2h 6m,7.1,"https://m.media-amazon.com/images/M/MV5BMzEwNTAwNjEwMV5BMl5BanBnXkFtZTYwMzgzMjA3._V1_QL75_UY207_CR0,0,140,207_.jpg",331000.0,PG-13
2219. The Searchers,1956.0,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,94.0,1h 59m,7.8,"https://m.media-amazon.com/images/M/MV5BMTQ4YWI0MTItMTE4YS00ZTNjLWE3ZTQtN2E2MTlhYWQxNDNmXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",98000.0,Approved
2220. Annabelle,2014.0,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,37.0,1h 39m,5.4,"https://m.media-amazon.com/images/M/MV5BOTQwZmQyYzEtODk5ZC00OTY3LWExMjAtYzRjNWFhNGM3MzBlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX140_CR0,0,140,207_.jpg",178000.0,R
2221. 127 Hours,2010.0,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",82.0,1h 34m,7.5,"https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",406000.0,R
2222. Insidious: The Red Door,2023.0,The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,45.0,1h 47m,5.5,"https://m.media-amazon.com/images/M/MV5BOTQyNGY5ZGQtN2E1MC00ZDhkLWJiYWMtMTFjODAwMDFmZDRhXkEyXkFqcGdeQXVyMDc5ODIzMw@@._V1_QL75_UY207_CR13,0,140,207_.jpg",54000.0,PG-13
2223. The Jackal,1997.0,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",36.0,2h 4m,6.4,"https://m.media-amazon.com/images/M/MV5BOWY2ZDFiOTktNzk0OC00NTc5LTkzOWItMTZhZTdjOTBmYzU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg",126000.0,R
2224. Wonder Woman 1984,2020.0,"Wonder Woman finds herself battling two opponents, Maxwell Lord, a shrewd entrepreneur, and Barbara Minerva, a friend-turned-foe. Meanwhile, she also ends up crossing paths with her love interest",60.0,2h 31m,5.4,"https://m.media-amazon.com/images/M/MV5BYTdkYjI0M2ItMmUxZi00YjU1LTgwM2ItODgxNDY0ODZhZDQzXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",295000.0,PG-13
2225. Men in Black II,2002.0,Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.,49.0,1h 28m,6.2,"https://m.media-amazon.com/images/M/MV5BMTMxNDA0NTMxMV5BMl5BanBnXkFtZTYwMDE2NzY2._V1_QL75_UX140_CR0,0,140,207_.jpg",409000.0,PG-13
2226. Fast Charlie,2023.0,"For twenty years, Charlie Swift has been a fixer and hitman for a mob boss named Stan. After a rival boss puts a hit on Stan and his crew, Charlie is the sole survivor. Charlie decides to avenge his friend.",65.0,1h 30m,6.0,"https://m.media-amazon.com/images/M/MV5BNGVlZDAyNjYtMjBkNi00MWJhLTliOWUtZTI1NzFjYWY1ZDQxXkEyXkFqcGdeQXVyNzc3MDg1NTM@._V1_QL75_UY207_CR1,0,140,207_.jpg",24000.0,Not Rated
2227. Handling the Undead,2024.0,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",70.0,1h 37m,5.4,"https://m.media-amazon.com/images/M/MV5BMGY4Zjc5YTItYjlhZi00MzM5LWE4NGQtYTI5N2ZmZjBkYzU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,1,140,207_.jpg",2500.0,Not Rated
2228. El Jockey,2024.0,"Remo's self-destructive behavior overshadows his talent. Abril, an upcoming jockey is pregnant by Remo and has to decide between child or continuing to race. They both race for Sirena, an businessman who saved Remo's life in the past .",67.0,1h 36m,6.6,"https://m.media-amazon.com/images/M/MV5BY2FmNGMxMjctMzk2NS00MGUzLTg2MjMtNDc2YWE3NjA3NjY5XkEyXkFqcGc@._V1_QL75_UY207_CR122,0,140,207_.jpg",0.0,Not Rated
2229. Singin' in the Rain,1952.0,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,99.0,1h 43m,8.3,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UY207_CR1,0,140,207_.jpg",264000.0,G
2230. The Texas Chainsaw Massacre,2003.0,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers.",38.0,1h 38m,6.2,"https://m.media-amazon.com/images/M/MV5BZDg2NDJkOGYtMjM3My00Mzc2LWJiYjktODFlMzBjNmQwMTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,0,140,207_.jpg",154000.0,R
2231. Gosford Park,2001.0,"Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",90.0,2h 17m,7.2,"https://m.media-amazon.com/images/M/MV5BYzM4YzlhZGMtYTI2Yi00OTY4LWE0MzctNDFlYTQ3YmFlOTBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,5,140,207_.jpg",95000.0,R
2232. Spy,2015.0,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer and prevent diabolical global disaster.,75.0,2h,7.0,"https://m.media-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",261000.0,R
2233. The Expendables,2010.0,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,45.0,1h 43m,6.4,"https://m.media-amazon.com/images/M/MV5BNTUwODQyNjM0NF5BMl5BanBnXkFtZTcwNDMwMTU1Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",368000.0,R
2234. Sky High,2005.0,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",62.0,1h 40m,6.3,"https://m.media-amazon.com/images/M/MV5BY2ExOGM1MDQtYmRjZS00NDAzLTlmMDAtMmE3YjQ1MzNlZTllXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",96000.0,PG
2235. Family Switch,2023.0,"When a chance encounter with an astrological reader causes the Walkers to wake up to a full body switch, can they unite to land a promotion, college interview, record deal, and soccer tryout?",37.0,1h 46m,5.7,"https://m.media-amazon.com/images/M/MV5BYWMyYWI0M2MtZDk2My00MmFmLWEzZTgtYjIxZjMyODcwNGJjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",27000.0,PG
2236. Fear Street: Part One - 1994,2021.0,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,67.0,1h 47m,6.2,"https://m.media-amazon.com/images/M/MV5BNzQzYjIyZDQtMjBhZS00MzU3LTk0MTQtNTVmMDI3ZWY0ZWU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",97000.0,R
2237. The Twilight Saga: New Moon,2009.0,"After Edward leaves because of an incident involving Bella, Jacob Black becomes her best friend. But what Bella doesn't realize is that Jacob also has a secret that will change their lives suddenly.",44.0,2h 10m,4.8,"https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_QL75_UY207_CR0,0,140,207_.jpg",303000.0,PG-13
2238. Parallel,2024.0,"Follows the journey of Vanessa, a grief-stricken woman who mysteriously finds herself navigating between parallel spaces.",0.0,1h 28m,5.2,"https://m.media-amazon.com/images/M/MV5BYTZhMjA2MjQtNTY5OC00MGY1LTgwYWYtNjczNzdkMWE2NjA5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",1200.0,Not Rated
2239. Wallace & Gromit: Vengeance Most Fowl,2024.0,"Focus on Gromit's concern that Wallace has become over-dependent on his inventions, which proves justified when Wallace invents a ""smart gnome"" that seems to develop a mind of its own.",0.0,1h 10m,0.0,"https://m.media-amazon.com/images/M/MV5BYzk2Y2FhZmUtNDVkMS00M2FlLTkyNjMtMDQ4NzJiODNlOTM2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",0.0,Not Rated
2240. Kate & Leopold,2001.0,An English Duke from 1876 is inadvertently dragged to modern day New York where he falls for a plucky advertising executive.,44.0,1h 58m,6.4,"https://m.media-amazon.com/images/M/MV5BNWRkYmQ5YTQtZjM2NS00NWY4LTgyNzgtYWYxZWNmZDRhMmExXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",90000.0,PG-13
2241. The Coffee Table,2022.0,"Jesus and Maria are a couple going through a difficult time in their relationship. Nevertheless, they have just become parents. To shape their new life, they decide to buy a new coffee table. A decision that will change their existence.",72.0,1h 31m,6.7,"https://m.media-amazon.com/images/M/MV5BMzM4NjM1YjUtYWEwMC00NDg2LTg2MTctNDkxODYzNTAwZGU1XkEyXkFqcGdeQXVyNTk1NTQxNTc@._V1_QL75_UY207_CR3,0,140,207_.jpg",5300.0,16+
2242. Step Up,2006.0,"Tyler receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",48.0,1h 44m,6.5,"https://m.media-amazon.com/images/M/MV5BODEzMzVhODgtOTc1NS00MmY3LWI3OGUtN2ZjNDEwM2ExZjJlXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX140_CR0,0,140,207_.jpg",128000.0,PG-13
