Meta_score,Title,desc1,duration,image,rated,rating,releaseYear,vote
79,69. Dune: Part Two,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,2h 46m,"https://m.media-amazon.com/images/M/MV5BNTc0YmQxMjEtODI5MC00NjFiLTlkMWUtOGQ5NjFmYWUyZGJhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,8.5,2024,508K
65,70. Deadpool,"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",1h 48m,"https://m.media-amazon.com/images/M/MV5BYzE5MjY1ZDgtMTkyNC00MTMyLThhMjAtZGI5OTE1NzFlZGJjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,8.0,2016,1.2M
62,71. Abigail,"After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.",1h 49m,"https://m.media-amazon.com/images/M/MV5BY2JlYjlkNzMtNTU3OS00NDVmLTk4NTYtYTM4ZTEwMGM4NDBiXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,7,140,207_.jpg",R,6.6,2024,65K
90,72. Oppenheimer,The story of American scientist J. Robert Oppenheimer and his role in the development of the atomic bomb.,3h,"https://m.media-amazon.com/images/M/MV5BMDBmYTZjNjUtN2M1MS00MTQ2LTk2ODgtNzc2M2QyZGE5NTVjXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,8.3,2023,790K
62,73. Alien Resurrection,"Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth.",1h 49m,"https://m.media-amazon.com/images/M/MV5BNDMyNmU5ZGQtNzhiZi00NjRjLTk3NGUtMmQ5YWU4ODlkNTBhXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",R,6.2,1997,272K
46,74. IF,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,1h 44m,"https://m.media-amazon.com/images/M/MV5BYWQ4OGI2MmQtZjUxMC00Njg2LWJiZTQtYmFmZjI5ZmI1Y2U1XkEyXkFqcGdeQXVyMTA1NjE5MTAz._V1_QL75_UY207_CR1,0,140,207_.jpg",PG,6.5,2024,41K
92,75. The Lord of the Rings: The Fellowship of the Ring,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,2h 58m,"https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,8.9,2001,2M
80,76. X,"In 1979, a group of young filmmakers set out to make an adult film in a rural Texas farm, but when their reclusive, elderly hosts catch them in the act, the crew find themselves fighting for their lives.",1h 45m,"https://m.media-amazon.com/images/M/MV5BMTJiMmE5YWItOWZjYS00YTg0LWE0MTYtMzg2ZTY4YjNkNDEzXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_QL75_UY207_CR13,0,140,207_.jpg",R,6.5,2022,189K
54,77. Bad Boys: Ride or Die,"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.",1h 55m,"https://m.media-amazon.com/images/M/MV5BZWNjZWUwNDgtYTM4ZC00Zjk0LTg3ZWItNGEyZmVkZTIxZDk0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,6.6,2024,63K
,78. Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,1h 41m,"https://m.media-amazon.com/images/M/MV5BNTFlMzhhYTYtYzMzOC00ZTJiLTllMzAtMGUxOGU0MDVlY2M4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,,2024,0
66,79. Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.",1h 59m,"https://m.media-amazon.com/images/M/MV5BNGY3N2ZhYmMtYTlmYi00ZWIzLWJiZWMtMjgxMjljYTk3MDAwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.6,2018,679K
100,80. The Godfather,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,2h 55m,"https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR3,0,140,207_.jpg",R,9.2,1972,2M
88,81. Poor Things,"An account of the fantastical evolution of Bella Baxter, a young woman brought back to life by the brilliant and unorthodox scientist Dr. Godwin Baxter.",2h 21m,"https://m.media-amazon.com/images/M/MV5BNGIyYWMzNjktNDE3MC00YWQyLWEyMmEtN2ZmNzZhZDk3NGJlXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.8,2023,297K
74,82. Interstellar,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",2h 49m,"https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,8.7,2014,2.2M
50,83. Tombstone,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",2h 10m,"https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.8,1993,170K
52,84. Slingshot,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan.",1h 48m,"https://m.media-amazon.com/images/M/MV5BMWQyZGNlODctNGFkOC00NzNlLTk1YTItZDgzMDc1OGZiMjlhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.5,2024,356
95,85. Pulp Fiction,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",2h 34m,"https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,8.9,1994,2.3M
26,86. Madame Web,"Cassandra Webb is a New York metropolis paramedic who begins to demonstrate signs of clairvoyance. Forced to challenge revelations about her past, she needs to safeguard three young women from a deadly adversary who wants them destroyed.",1h 56m,"https://m.media-amazon.com/images/M/MV5BYWJkY2Q4NmYtOGRlMi00YTg5LWE2ZmQtY2NkYzk3YTRmNWZlXkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,4.0,2024,85K
82,87. Challengers,"Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend, and Tashi's ex-boyfriend.",2h 11m,"https://m.media-amazon.com/images/M/MV5BZTcyZGIyODctZGJhOS00MWUyLWI5ZWEtMjg4YzhkMDczMDBhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.2,2024,93K
67,88. Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,2h 35m,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,8.5,2000,1.7M
53,89. The Beekeeper,"A kind-hearted landlady commits suicide after falling victim to a phishing scam, leading former ""Beekeeper"" operative Adam Clay to set out on a brutal campaign for revenge upon those responsible.",1h 45m,"https://m.media-amazon.com/images/M/MV5BNzg3YjVmZGYtOTc5MC00MDdiLTllOTYtZWQ0ODQ1MmMyNTExXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.4,2024,127K
46,90. Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second ice age.",1h 55m,"https://m.media-amazon.com/images/M/MV5BNGE5MWJmZWYtN2ZlMi00ZjY1LTlhYTUtMzQ2Y2IxZWQyYTA2XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.1,2024,72K
57,91. Land of Bad,A Delta Force team fights for survival as an Air Force drone pilot becomes its eyes in the sky.,1h 53m,"https://m.media-amazon.com/images/M/MV5BMzkyOTUzYTUtY2UzYS00MjY4LTljZWYtYzMyMmZlMWYwMjQ5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY207_CR0,0,140,207_.jpg",R,6.6,2024,38K
55,92. The Supremes at Earl's All-You-Can-Eat,"Follows a trio of best friends known as ""The Supremes"" who, together for decades, have weathered everything through marriage and children, happiness and blues.",2h 4m,"https://m.media-amazon.com/images/M/MV5BZTBkYjcyZjItY2FhYi00OWNiLWIwNjMtNzJiNWViYjE0MjE1XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",PG-13,6.4,2024,716
56,93. Migration,A family of ducks try to convince their overprotective father to go on the vacation of a lifetime.,1h 23m,"https://m.media-amazon.com/images/M/MV5BYTIxZDM5YWItM2Y1My00ODg5LTkzNjAtMWFlZTNlODg0MzEyXkEyXkFqcGdeQXVyMTA5ODEyNTc5._V1_QL75_UX140_CR0,1,140,207_.jpg",PG,6.6,2023,34K
72,94. The Batman,"When a sadistic serial killer begins murdering key political figures in Gotham, The Batman is forced to investigate the city's hidden corruption and question his family's involvement.",2h 56m,"https://m.media-amazon.com/images/M/MV5BOGE2NWUwMDItMjA4Yi00N2Y3LWJjMzEtMDJjZTMzZTdlZGE5XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.8,2022,810K
62,95. Cuckoo,A 17-year-old girl is forced to move with her family to a resort where things are not what they seem.,1h 42m,"https://m.media-amazon.com/images/M/MV5BZWQ3NjAyZWUtMzMxMS00MzE1LTlkNDMtZGNjNGY2MzBkNjQ3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",R,6.3,2024,5.3K
84,96. The Dark Knight,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",2h 32m,"https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,9.0,2008,2.9M
,97. Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",2h 21m,"https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Not Rated,8.6,2024,43K
58,98. Wicked Little Letters,"When people in Littlehampton--including conservative local, Edith--begin receiving letters full of hilarious profanities, the rowdy, Irish migrant, Rose, is charged with the crime. Suspecting that something is amiss, the town's women investigate.",1h 40m,"https://m.media-amazon.com/images/M/MV5BN2NmNWYzNTktNThmNS00MjZkLTk5NjItZTEwNTczMzAwMWI2XkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.0,2023,25K
80,99. Coraline,"Wandering her rambling old house in her boring new town, an 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",1h 40m,"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,7.8,2009,271K
73,100. The Killer,"After a fateful near-miss, an assassin battles his employers and himself, on an international manhunt he insists isn't personal.",1h 58m,"https://m.media-amazon.com/images/M/MV5BZGJkMDUwZWQtYTMzMS00NTg5LWE1ZTYtOTVhMDI4NGI1YjMyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2023,195K
76,101. Pearl,"In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation, and lovelessness of life on her parents' farm.",1h 43m,"https://m.media-amazon.com/images/M/MV5BZTFkNmE5MjUtZDE1Yi00ZmQyLTk2YWUtN2EwODA1ZmNlOTA5XkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.0,2022,116K
,102. Terrifier 3,Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,Not Relased,"https://m.media-amazon.com/images/M/MV5BNzc2MWUyYzctY2E4Ny00ZTlmLThjNTMtMTViZGI5NjcyN2EzXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,,2024,0
65,103. Harry Potter and the Sorcerer's Stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",2h 32m,"https://m.media-amazon.com/images/M/MV5BNmQ0ODBhMjUtNDRhOC00MGQzLTk5MTAtZDliODg5NmU5MjZhXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_QL75_UY207_CR1,0,140,207_.jpg",PG,7.6,2001,869K
94,104. Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",1h 35m,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,8.1,2015,825K
60,105. Kingsman: The Secret Service,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",2h 9m,"https://m.media-amazon.com/images/M/MV5BODk1MTYwNTAtYmI5Zi00OWYyLWE0MzQtOWE4NDIxZmU2MjMwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.7,2014,729K
51,106. Love,"Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",2h 15m,"https://m.media-amazon.com/images/M/MV5BZGQxZTFlZDctZjcyMy00NzA1LWFkMDYtNzRmZTkwYTFhYTc3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",TV-MA,6.1,2015,68K
84,107. Once Upon a Time... in Hollywood,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",2h 41m,"https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.6,2019,868K
77,108. Love Lies Bleeding,"Gym manager Lou falls for Jackie, a bodybuilder who is passing through town en route to a competition in Las Vegas.",1h 44m,"https://m.media-amazon.com/images/M/MV5BYTE3MWU3NjItMDczMC00MDZjLWE1NWEtNTZjNTNiZjJjY2U1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,6.7,2024,41K
70,109. Monkey Man,An anonymous young man unleashes a campaign of vengeance against the corrupt leaders who murdered his mother and continue to systematically victimize the poor and powerless.,2h 1m,"https://m.media-amazon.com/images/M/MV5BNzZlODVjMzgtZGM1Yi00MWMwLTkyYTQtMzJlZjQ4MDgwYzg4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX140_CR0,7,140,207_.jpg",R,6.9,2024,69K
57,110. Immaculate,"Cecilia, a woman of devout faith, is warmly welcomed to the picture-perfect Italian countryside where she is offered a new role at an illustrious convent. But it becomes clear to Cecilia that her new home harbors dark and horrifying secrets.",1h 29m,"https://m.media-amazon.com/images/M/MV5BNmYyZGQzM2YtYTY3My00NGE5LWIzMmQtMDIxMTFhMGIxZDhhXkEyXkFqcGdeQXVyMTY0Njc2MTUx._V1_QL75_UX140_CR0,0,140,207_.jpg",R,5.8,2024,38K
78,111. Top Gun: Maverick,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",2h 10m,"https://m.media-amazon.com/images/M/MV5BMmIwZDMyYWUtNTU0ZS00ODJhLTg2ZmEtMTk5ZmYzODcxODYxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,8.2,2022,727K
71,112. Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",1h 23m,"https://m.media-amazon.com/images/M/MV5BMjc5NGFlMzMtZjkwZS00MzliLTg5NzktZDYzNGNhNjdjNzAzXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,7.1,2024,2.5K
75,113. Titanic,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",3h 14m,"https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,7.9,1997,1.3M
67,114. Fight Club,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,2h 19m,"https://m.media-amazon.com/images/M/MV5BOTgyOGQ1NDItNGU3Ny00MjU3LTg2YWEtNmEyYjBiMjI1Y2M5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",R,8.8,1999,2.4M
74,115. Kill,"During a train trip to New Delhi, a pair of commandos face an army of invading bandits.",1h 45m,"https://m.media-amazon.com/images/M/MV5BZjI1ZjM3NjUtYTc1Ni00ODJmLWI5YjQtMWZiZTAyNTFiZGY1XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",R,7.6,2023,21K
81,116. Mission: Impossible - Dead Reckoning Part One,Ethan Hunt and his IMF team must track down a dangerous weapon before it falls into the wrong hands.,2h 43m,"https://m.media-amazon.com/images/M/MV5BMDkyMmZlN2EtMzhlNC00ODc5LTk0ODgtOWRlNzRkYzRkNTdmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UY207_CR1,0,140,207_.jpg",PG-13,7.7,2023,263K
,117. Snow White,Live-action adaptation of the 1937 Disney animated film 'Snow White and the Seven Dwarfs'.,Not Relased,"https://m.media-amazon.com/images/M/MV5BZTQ1OTliZWItMzE5Zi00YzA5LTgzN2ItZjA5MjQ1ZGU3YjE2XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,,2025,0
,118. Descendants: The Rise of Red,"Follows Red, daughter of the Queen of Hearts, and Chloe, daughter of Cinderella, as they team up to save Auradon by traveling back in time using the White Rabbit's pocket watch, to stop an event that would cause grave consequences.",1h 31m,"https://m.media-amazon.com/images/M/MV5BNGUwYTYxMjItMDZkMi00MTIxLThjYWItOGRkN2YxMWJiY2Q4XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",TV-G,4.7,2024,5.5K
,119. Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",1h 44m,"https://m.media-amazon.com/images/M/MV5BZWI1ZDY1YTQtMjRkNy00ZDZhLWE3OTItMTIwNzliY2Y1MTZhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG,,2024,0
74,120. Inception,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",2h 28m,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,8.8,2010,2.6M
,121. Superman,"Follows the titular superhero as he reconciles his heritage with his human upbringing. He is the embodiment of truth, justice and the American way in a world that views this as old-fashioned.",Not Relased,"https://m.media-amazon.com/images/M/MV5BMDg4NDRkMTEtZDZmZC00OWNmLWE2M2UtZDRiZjBkYWU1ODc3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Not Rated,,2025,0
63,122. Azrael,"In a world where no one speaks, a devout female-led community hunts down a young woman who has escaped imprisonment. Recaptured, Azrael is due to be sacrificed to an ancient evil in the wilderness, but fights for her own survival.",1h 25m,"https://m.media-amazon.com/images/M/MV5BN2JmOGJiYTEtYjVlOC00YzFkLTliODAtOTI3OGVlNDc2MmZmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,5.9,2024,242
80,123. Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",1h 54m,"https://m.media-amazon.com/images/M/MV5BNjU3N2QxNzYtMjk1NC00MTc4LTk1NTQtMmUxNTljM2I0NDA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",PG-13,6.8,2023,564K
54,124. Cashback,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.",1h 42m,"https://m.media-amazon.com/images/M/MV5BMDA3ZDBmZjgtZjUzYS00MDg3LTkwYWMtMzMyNjFjMjMxZWJiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",R,7.1,2006,91K
